Entry	Gene Names	Mouse_Symbol
E9PVH4	Plk4	Plk4
Q3V382	Plk4	Plk4
E9Q4W7	Plk4	Plk4
F6QIM3	Plk4	Plk4
A0A0N4SWB8	Plk4	Plk4
Q8C3W9	Plk4	Plk4
Q4FZD7	Plk5	Plk5
G3X967	Plk5	Plk5
Q9QYK9	Pnck	Pnck
A2ALM3	Pnck	Pnck
Q3TYC1	Pnck	Pnck
Q3UYI0	Pnck	Pnck
Q3TUA9	Pomk Sgk196	Pomk
Q6ZQB6	Ppip5k2 Hisppd1 Kiaa0433 Vip2	Ppip5k2
Q80V47	Ppip5k2 AW555814 Hisppd1	Ppip5k2
E9Q9J4	Ppip5k2	Ppip5k2
Q8BWK5	Ppip5k2 AW555814 Hisppd1	Ppip5k2
A0A087WPZ7	Ppip5k2	Ppip5k2
Q571I4	Prag1 D8Ertd82e Nack Sgk223	Prag1
Q5EG47	Prkaa1	Prkaa1
Q3TUQ7	Prkaa1	Prkaa1
Q8BUX6	Prkaa1	Prkaa1
Q8BRK8	Prkaa2	Prkaa2
G8XUU5	Prkaa2	Prkaa2
P05132	Prkaca Pkaca	Prkaca
J9JDU9	Prkaca	Prkaca
P68181	Prkacb Pkacb	Prkacb
H6TMF6	Prkacb	Prkacb
Q8C4J3	Prkacb	Prkacb
Q8CBP8	Prkacb	Prkacb
H6TMF5	Prkacb	Prkacb
A0A0G2JFT9	Prkacb	Prkacb
P20444	Prkca Pkca	Prkca
Q4VA93	Prkca	Prkca
Q3TQ39	Prkca	Prkca
P68404	Prkcb Pkcb Prkcb1	Prkcb
Q80ZQ8	Prkcb Prkcb1	Prkcb
P28867	Prkcd Pkcd	Prkcd
Q53YN4	Prkcd	Prkcd
Q3TGE4	Prkcd	Prkcd
Q3UNG2	Prkcd	Prkcd
Q1MX43	Prkcd	Prkcd
Q1MX40	Prkcd	Prkcd
F1DGF6	Prkcd	Prkcd
Q1MX42	Prkcd	Prkcd
Q80UN7	Prkcd	Prkcd
Q1MX41	Prkcd	Prkcd
Q3TT74	Prkcd	Prkcd
P16054	Prkce Pkce Pkcea	Prkce
Q8C944	Prkce	Prkce
P63318	Prkcg Pkcc Pkcg Prkcc	Prkcg
Q3UN66	Prkcg Prkcc	Prkcg
Q2NKI4	Prkcg Prkcc	Prkcg
A0A0N4SWF4	Prkcg	Prkcg
P23298	Prkch Pkch	Prkch
Q3U1I0	Prkch	Prkch
Q3UKY1	Prkch	Prkch
A0A1Y7VJ89	Prkch	Prkch
Q62074	Prkci Pkcl	Prkci
Q5DTK3	Prkci mKIAA4165	Prkci
Q3UGW9	Prkci	Prkci
Q3TJJ5	Prkci	Prkci
Q3UMD5	Prkci	Prkci
F6QWV4	Prkci	Prkci
D3YXY0	Prkci	Prkci
Q02111	Prkcq Pkcq	Prkcq
A6H667	Prkcq	Prkcq
Q8CAV6	Prkcq	Prkcq
F8WGT6	Prkcq	Prkcq
Q3UK53	Prkcq	Prkcq
Q920N8	Prkcq PKCq	Prkcq
Q9CU43	Prkcq	Prkcq
Q02956	Prkcz Pkcz	Prkcz
A4QPC7	Prkcz	Prkcz
Q3V341	Prkcz	Prkcz
A2AD74	Prkcz	Prkcz
A2AD75	Prkcz	Prkcz
Q6PF82	Prkcz	Prkcz
A2AD72	Prkcz	Prkcz
Q62101	Prkd1 Pkcm Pkd Prkcm	Prkd1
A0AA95Z2J0	Prkd1 prkd1	Prkd1
Q8BZ03	Prkd2	Prkd2
Q3V3F5	Prkd2	Prkd2
Q8K1Y2	Prkd3 Prkcn	Prkd3
D3Z6I0	Prkd3	Prkd3
Q5FWX6	Prkd3 Prkcn	Prkd3
D3YU02	Prkd3	Prkd3
Q3UU38	Prkd3	Prkd3
P97313	Prkdc Xrcc7	Prkdc
Q91UZ3	Prkdc	Prkdc
Q91VE8	Prkdc	Prkdc
P0C605	Prkg1 Prkg1b Prkgr1a Prkgr1b	Prkg1
Q8BND1	Prkg1	Prkg1
A0A5F8MPU4	Prkg1	Prkg1
A0A494BB87	Prkg1	Prkg1
Q61410	Prkg2 Prkgr2	Prkg2
Q8CAH8	Prkg2	Prkg2
Q8C4R2	Prkg2	Prkg2
E9QPH0	Prkg2	Prkg2
A0A0G2JEE8	Prkg2	Prkg2
Q3TMJ2	Prkg2	Prkg2
Q3UWE0	Gm10422 Prkg2	Prkg2
Q922R0	Prkx Pkare	Prkx
Q3UDT1	Prkx	Prkx
B1AVU1	Prkx	Prkx
Q61136	Prp4k Cbp143 Prp4h Prp4m Prpf4b Prpk	Prpf4b
C7G3P2	Prpf4b mKIAA0536	Prpf4b
A0A1Y7VLT3	Prpf4b	Prpf4b
Q6PBH0	Prpf4b	Prpf4b
A0A1Y7VM68	Prpf4b	Prpf4b
Q8C5G1	Prpf4b	Prpf4b
Q91YA2	Pskh1	Pskh1
P34152	Ptk2 Fadk Fak Fak1 Kiaa4203	Ptk2
A0A5F8MPY3	Ptk2	Ptk2
K7Q751	Ptk2	Ptk2
A0A2I3BRG7	Ptk2	Ptk2
A0A2I3BPK4	Ptk2	Ptk2
A0A2I3BQ85	Ptk2	Ptk2
Q2VQT9	Ptk2 Fak	Ptk2
A0A2I3BR46	Ptk2	Ptk2
Q9QVP9	Ptk2b Fak2 Pyk2 Raftk	Ptk2b
Q8C2G0	Ptk2b	Ptk2b
E9Q2A6	Ptk2b	Ptk2b
K7QD41	Ptk2b	Ptk2b
Q3UDE9	Ptk2b	Ptk2b
Q8C9L4	Ptk2b	Ptk2b
Q8C6R5	Ptk2b	Ptk2b
F7CCX1	Ptk2b	Ptk2b
Q3TY09	Ptk2b	Ptk2b
Q64434	Ptk6 Sik	Ptk6
Q05AA8	Ptk6	Ptk6
Q64036	Ptk6 tsk	Ptk6
Q8BKG3	Ptk7	Ptk7
Q3V2W2	Ptk7	Ptk7
Q8BX57	Pxk	Pxk
A0A2C9F2B5	Pxk	Pxk
Q3T9R1	Pxk	Pxk
Q3TWU8	Pxk	Pxk
Q99N57	Raf1 Craf	Raf1
Q9CU36	Raf1	Raf1
Q8C3L4	D830050J10Rik Raf1	Raf1
Q8VI85	Raf1 cRAF	Raf1
Q99N73	Raf1 cRAF	Raf1
A0A0N4SV36	Raf1	Raf1
Q8C6X7	D830050J10Rik Raf1	Raf1
A0A0N4SWH5	Raf1	Raf1
F6TUC4	Raf1	Raf1
Q53ZF0	Ear1 Raf1	Raf1
P35546	Ret	Ret
Q8C8Q7	Ret	Ret
Q80YG6	Ret	Ret
Q922Q2	Riok1	Riok1
A0A286YCS3	Riok1	Riok1
A0A286YCL3	Riok1	Riok1
A0A286YDE8	Riok1	Riok1
A0A286YDM8	Riok1	Riok1
Q9CQS5	Riok2	Riok2
A0A338P7E9	Riok2	Riok2
Q8BHT4	Riok2	Riok2
A0A338P672	Riok2	Riok2
Q9DBU3	Riok3	Riok3
Q3V2R6	Riok3	Riok3
Q3TC66	Riok3	Riok3
Q3TJT2	Riok3	Riok3
Q9CXZ8	Riok3	Riok3
Q3UYW1	Riok3	Riok3
Q99LR9	Riok3	Riok3
A0A3Q4EI66	Riok3	Riok3
A0A3Q4EGV1	Riok3	Riok3
A0A3Q4ECA5	Riok3	Riok3
A0A3Q4EG70	Riok3	Riok3
Q60855	Ripk1 Rinp Rip	Ripk1
F7D1J2	Ripk1	Ripk1
P58801	Ripk2 Rip2	Ripk2
Q547H1	Ripk2	Ripk2
V9GXY4	Ripk2	Ripk2
Q9QZL0	Ripk3 Rip3	Ripk3
E9PZP3	Ripk3	Ripk3
A0A2I3BPT3	Ripk3	Ripk3
A0A2I3BQW9	Ripk3	Ripk3
Q9ERK0	Ripk4 Ankrd3 Pkk	Ripk4
Q9CV04	Ripk4	Ripk4
P70335	Rock1	Rock1
A0A3Q4EGR2	Rock1	Rock1
Q3TBE0	Rock1	Rock1
Q3UE22	Rock1	Rock1
A0A3Q4L2X0	Rock1	Rock1
P70336	Rock2	Rock2
F8VPK5	Rock2	Rock2
A0A1Y7VMN0	Rock2	Rock2
Q6A035	Rock2 mKIAA0619	Rock2
Q3UMT5	Rock2	Rock2
Q8CC95	Rock2	Rock2
Q3TR46	Rock2	Rock2
A0A1Y7VLD1	Rock2	Rock2
Q3UEZ9	Rock2	Rock2
Q9Z139	Ror1 Ntrkr1	Ror1
Q8BNP9	Ror1	Ror1
Q501P6	Ror1	Ror1
Q9Z138	Ror2	Ror2
Q8BSP6	Ror2	Ror2
Q3TZP9	Ror2	Ror2
Q8C3W2	Ror2	Ror2
E9PUN5	Ror2	Ror2
Q8K0Q8	Ror2	Ror2
Q78DX7	Ros1 Ros Ros-1	Ros1
A0A1W2P7L6	Ros1	Ros1
A0A1W2P7C6	Ros1	Ros1
A0A1W2P858	Ros1	Ros1
P18653	Rps6ka1 Mapkapk1a Rsk1	Rps6ka1
Q505N6	Rps6ka1	Rps6ka1
Q810V8	Rps6ka1	Rps6ka1
Q3UFZ5	Rps6ka1	Rps6ka1
E9PWV3	Rps6ka1	Rps6ka1
F6RQA2	Rps6ka1	Rps6ka1
F6Q8A4	Rps6ka1	Rps6ka1
G3UZI3	Rps6ka1	Rps6ka1
Q3TIM6	Rps6ka1	Rps6ka1
Q9Z278	Rps6ka1 rsk	Rps6ka1
Q9WUT3	Rps6ka2 Mapkapk1c Rsk3	Rps6ka2
A0AAQ4VMY5	Rps6ka2	Rps6ka2
Q7TPD5	Rps6ka2	Rps6ka2
A0AAQ4VMS3	Rps6ka2	Rps6ka2
A0A338P701	Rps6ka2	Rps6ka2
Q3V226	Rps6ka2 D17Wsu134e	Rps6ka2
P18654	Rps6ka3 Mapkapk1b Rps6ka-rs1 Rsk2	Rps6ka3
A7E215	Rps6ka3	Rps6ka3
B1AXN9	Rps6ka3	Rps6ka3
B1AXP0	Rps6ka3	Rps6ka3
B1AXN5	Rps6ka3	Rps6ka3
F6UG16	Rps6ka3	Rps6ka3
B1AXN7	Rps6ka3	Rps6ka3
B1AXN8	Rps6ka3	Rps6ka3
Q9Z2B9	Rps6ka4 Msk2	Rps6ka4
A0A7N9VSZ1	Rps6ka4	Rps6ka4
A0A7N9VR96	Rps6ka4	Rps6ka4
Q8C050	Rps6ka5 Msk1	Rps6ka5
Q3TUH8	Rps6ka5	Rps6ka5
A0A1Y7VL39	Rps6ka5	Rps6ka5
Q7TPS0	Rps6ka6	Rps6ka6
A2CEE5	Rps6ka6	Rps6ka6
A2CEE6	Rps6ka6	Rps6ka6
A2CEE7	Rps6ka6	Rps6ka6
B1B0X3	Rps6ka6	Rps6ka6
E9PUP0	Rps6ka6	Rps6ka6
B1B0X1	Rps6ka6	Rps6ka6
A2CEE8	Rps6ka6	Rps6ka6
B1B0X2	Rps6ka6	Rps6ka6
B1B0X4	Rps6ka6	Rps6ka6
B2GVN8	Rps6ka6	Rps6ka6
Q8BSK8	Rps6kb1	Rps6kb1
Q3UXD8	Rps6kb1	Rps6kb1
Q8C3J7	Rps6kb1	Rps6kb1
Q9CST0	Rps6kb1	Rps6kb1
Q6IQZ7	Rps6kb1	Rps6kb1
Q5SWG2	Rps6kb1	Rps6kb1
Q9Z1M4	Rps6kb2	Rps6kb2
D3YWB8	Rps6kb2	Rps6kb2
Q80X26	Rps6kb2	Rps6kb2
Q99JU0	Rps6kb2	Rps6kb2
D6RH86	Rps6kb2	Rps6kb2
Q6NXX3	Rps6kb2	Rps6kb2
A0A494BA73	Rps6kb2	Rps6kb2
A0A494BBF8	Rps6kb2	Rps6kb2
E9PUN3	Rps6kb2	Rps6kb2
P49138	Mapkapk2 Rps6kc1	Rps6kc1
Q8BLK9	Rps6kc1	Rps6kc1
E9QMX4	Rps6kc1	Rps6kc1
E0CYA1	Rps6kc1	Rps6kc1
F6VA16	Rps6kc1	Rps6kc1
E0CY13	Rps6kc1	Rps6kc1
Q8R2S1	Rps6kl1	Rps6kl1
A0A217FL57	Rps6kl1	Rps6kl1
Q5SYL1	Rskr	Rskr
A0A5F8MPD4	Rskr	Rskr
Q01887	Ryk Mrk	Ryk
H9H9R6	Ryk	Ryk
Q8K272	Ryk	Ryk
H3BKH8	Ryk	Ryk
Q8QZX0	Sbk1 Sbk	Sbk1
A0A0B6VRD5	Sbk1	Sbk1
A0A5F8MPV4	Sbk1	Sbk1
A0A0U1RNY5	Sbk1	Sbk1
A0A0U1RNW9	Sbk1	Sbk1
P0C5K1	Sbk2 Sgk069	Sbk2
S4R1E6	Sbk2	Sbk2
A0A140LIH2	Sbk2	Sbk2
P0C5K0	Sbk3 Gm1078 Sgk110	Sbk3
Q9EQC5	Scyl1	Scyl1
A0A494BBD3	Scyl1	Scyl1
R4H4Y7	Scyl1	Scyl1
A0A494BBM6	Scyl1	Scyl1
R4H4V1	Scyl1	Scyl1
A0A494B9K7	Scyl1	Scyl1
A0A494B997	Scyl1	Scyl1
A0A494BAG4	Scyl1	Scyl1
B0LAE0	Scyl1	Scyl1
Q8CFE4	Scyl2 Cvak104 D10Ertd802e	Scyl2
G5E8J9	Scyl2	Scyl2
Q80UY7	Scyl2 D10Ertd802e	Scyl2
Q9DBQ7	Scyl3 Pace1	Scyl3
Q8C8F4	Scyl3	Scyl3
F6TFM1	Scyl3	Scyl3
Q9WVC6	Sgk1 Sgk	Sgk1
E9Q1B0	Sgk1	Sgk1
E9Q8C1	Sgk1	Sgk1
D3YV51	Sgk1	Sgk1
D3YXA3	Sgk1	Sgk1
Q99LU4	Sgk1	Sgk1
F6RKM6	Sgk1	Sgk1
D3Z0E8	Sgk1	Sgk1
Q9QZS5	Sgk2	Sgk2
Q3UW73	Sgk2	Sgk2
Q9ERE3	Sgk3 Cisk Sgkl	Sgk3
Q3U9B2	Sgk3	Sgk3
A0A087WR70	Sgk3	Sgk3
Q3U907	Sgk3	Sgk3
Q3U9H2	Sgk3	Sgk3
Q8VEK1	Sgk3	Sgk3
A0A087WQS1	Sgk3	Sgk3
A0A087WPW2	Sgk3	Sgk3
Q60670	Sik1 Msk Sik Snf1lk	Sik1
Q571I6	Sik1 mFLJ00263 Snf1lk	Sik1
Q8C313	Sik1 Snf1lk	Sik1
Q8CFH6	Sik2 Snf1lk2	Sik2
H3BJC9	Sik2	Sik2
F8VPT7	Sik2	Sik2
H3BKG1	Sik2	Sik2
Q8BLX0	Sik2 Snf1lk2	Sik2
Q8C1B3	Sik2 Snf1lk2	Sik2
Q6P4S6	Sik3 Kiaa0999 Qsk	Sik3
F6S7W6	Sik3	Sik3
F6U6U5	Sik3	Sik3
F6U8X4	Sik3	Sik3
F6SBP3	Sik3	Sik3
O54988	Slk Kiaa0204 Stk2	Slk
A2RRK3	Slk	Slk
A0A5F8MPV2	Slk	Slk
Q8BKX6	Smg1 Atx Kiaa0421 Lip	Smg1
J3QPA7	Smg1	Smg1
J3QMR1	Smg1	Smg1
J3QQ22	Smg1	Smg1
Q8VDU5	Snrk	Snrk
D3Z1F6	Snrk	Snrk
B9EK90	Snrk	Snrk
D3YXV4	Snrk	Snrk
D3Z3V0	Snrk	Snrk
A0AUN3	Snrk	Snrk
D3YVW4	Snrk	Snrk
Q62407	Speg Apeg1 Kiaa1297	Speg
A0A087WSE3	Speg	Speg
E9QQ25	Speg	Speg
A0A0R4J1J0	Speg	Speg
D3Z7T0	Speg	Speg
D6RI69	Speg	Speg
F6RU40	Speg	Speg
P05480	Src	Src
Q3UKD6	Src	Src
Q62270	Srms Srm	Srms
Q8BQI4	Srms	Srms
Q0VBH4	Srms	Srms
O70551	Srpk1	Srpk1
Q3TTI6	Srpk1	Srpk1
Q3UB06	Srpk1	Srpk1
A0A3B2W883	Srpk1	Srpk1
F8WGJ7	Srpk1	Srpk1
Q3TTF9	Srpk1	Srpk1
A0A3B2W4B9	Srpk1	Srpk1
Q3URR1	Srpk1	Srpk1
Q3US65	Srpk1	Srpk1
A0A3B2W430	Srpk1	Srpk1
B2KF32	Srpk1	Srpk1
A0A3B2W7I6	Srpk1	Srpk1
O54781	Srpk2	Srpk2
A0A0R4J124	Srpk2	Srpk2
A0A0G2JDY2	Srpk2	Srpk2
Q6P5E1	Srpk2	Srpk2
O08551	Srpk2	Srpk2
Q3TEK9	Srpk2	Srpk2
Q8CBI1	Srpk2	Srpk2
A0A0G2JG74	Srpk2	Srpk2
Q3TTG2	Srpk2	Srpk2
Q3UF35	Srpk2	Srpk2
Q8CEC7	Srpk2	Srpk2
Q8C9R8	Srpk2	Srpk2
A0A0G2JDT6	Srpk2	Srpk2
A0A0G2JEI1	Srpk2	Srpk2
Q9Z0G2	Srpk3 Mssk1 Stk23	Srpk3
Q0VAW8	Srpk3	Srpk3
Q684J2	Srpk3 Stk23	Srpk3
O55098	Stk10 Lok	Stk10
Q5DTS2	Stk10 mKIAA4026	Stk10
A1A553	Stk10	Stk10
Q3UG53	Stk10	Stk10
Q9WTK7	Stk11 Lkb1	Stk11
E9Q811	Stk11	Stk11
Q3V4A1	Stk11	Stk11
D6RGT4	Stk11	Stk11
F6WNS2	Stk11	Stk11
O88697	Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1	Stk16
Q8CCS9	Stk16	Stk16
Q8BSV9	Stk16	Stk16
A0A087WQT0	Stk16	Stk16
A0A087WQ12	Stk16	Stk16
Q05DP1	Stk16	Stk16
D3YXM1	Stk16	Stk16
Q8BG48	Stk17b Drak2	Stk17b
A0A087WPR0	Stk17b	Stk17b
Q9JHN8	Whr1 Rp1 Stk19 Twh19	Stk19
Q3TG64	Stk19	Stk19
F6XXB9	Stk19	Stk19
F6SFN2	Stk19	Stk19
F7CHD9	Stk19	Stk19
Q99KH8	Stk24 Mst3 Stk3	Stk24
Q3U335	Stk24 Mst3	Stk24
Q3U3T6	Stk24	Stk24
Q9Z2W1	Stk25 Sok1	Stk25
Q3U6Y0	Stk25	Stk25
Q7TPV1	Stk25	Stk25
A0A087WQY6	Stk25	Stk25
D3Z359	Stk25	Stk25
Q99JT2	Stk26 Mst4	Stk26
A2AD85	Stk26 2610018G03Rik	Stk26
A2AD84	Stk26 2610018G03Rik	Stk26
Q9JI10	Stk3 Mess1 Mst2	Stk3
Q99KH8	Stk24 Mst3 Stk3	Stk3
A0A2I3BQE0	Stk3	Stk3
Q9CW82	Stk3	Stk3
D6RHQ9	Stk3	Stk3
Q99MW1	Stk31	Stk31
E9PWQ6	Stk31	Stk31
F6QH34	Stk31	Stk31
E9Q260	Stk31	Stk31
Q8BGW6	Stk32a	Stk32a
A0A494BAT5	Stk32a	Stk32a
Q9JJX8	Stk32b Stk32	Stk32b
Q8QZV4	Stk32c Pkek MNCb-1563	Stk32c
E9PXK4	Stk32c	Stk32c
Q924X7	Stk33	Stk33
A7E1Y2	Stk33	Stk33
A7E1Y3	Stk33	Stk33
D3YWA6	Stk33	Stk33
A1L0V5	Stk33	Stk33
A0A140LJB3	Stk33	Stk33
Q80ZW0	Stk35 Stk35l1	Stk35
E9PXA2	Stk35	Stk35
Q69ZM6	Stk36 Kiaa1278	Stk36
A0A087WS61	Stk36	Stk36
E9Q341	Stk36	Stk36
Q8BU99	Stk36	Stk36
Q9D9B2	Stk36	Stk36
Q91VJ4	Stk38 Ndr1	Stk38
Q8BJ33	Stk38	Stk38
A0A3B2WD34	Stk38	Stk38
A0A3B2W7L2	Stk38	Stk38
Q8BJE3	Stk38	Stk38
A0A3B2WD06	Stk38	Stk38
Q8BJS2	Stk38	Stk38
A0A3B2W7E4	Stk38	Stk38
A0A3B2W7T8	Stk38	Stk38
A0A3B2W7M3	Stk38	Stk38
A0A3B2WAZ4	Stk38	Stk38
Q7TSE6	Stk38l Ndr2	Stk38l
A0A0N4SVR1	Stk38l	Stk38l
Q9Z1W9	Stk39 Spak	Stk39
A2AQL0	Stk39 RP23-27J1.4-001	Stk39
G1JLS7	Stk39 STK39	Stk39
Q3V256	Stk39	Stk39
Q3TR01	Stk39	Stk39
Q9JI11	Stk4 Mst1	Stk4
Q61036	Pak3 Pak-3 Pakb Stk4	Stk4
A2A5M9	Stk4	Stk4
Q61156	Stk4	Stk4
Q8CDG4	Stk4	Stk4
F7BYZ4	Stk4	Stk4
Q7TNL3	Stk40 Lyk4	Stk40
B1AVZ9	Stk40	Stk40
B1AW00	Stk40	Stk40
Q80YS9	Stkld1 Gm711 Sgk071	Stkld1
B0R044	Stkld1 Gm711	Stkld1
Q3UUJ4	Strada Lyk5 Strad	Strada
B1AR92	Strada	Strada
Q80VZ9	Strada	Strada
B1AR89	Strada	Strada
Q8K4T3	Stradb Als2cr2 Papk Syradb	Stradb
M0QW98	Stradb	Stradb
M0QWE6	Stradb	Stradb
A0A0R4J299	Stradb	Stradb
Q3V3R9	Stradb Als2cr2 Syradb	Stradb
Q6J9G1	Styk1 Nok	Styk1
B2RWV6	Styk1	Styk1
P48025	Syk ptk72 Sykb	Syk
Q3UPF7	Syk Sykb	Syk
Q6P1E0	Syk Sykb	Syk
E9PWE9	Syk	Syk
Q6LEP4	syk	Syk
Q3V3Q2	Syk Sykb	Syk
Q80UV9	Taf1 Ccg1	Taf1
S4R1B9	Taf1	Taf1
A0AAQ4VMV6	Taf1	Taf1
B1Q2W7	Taf1 N-TAF1	Taf1
Q5F2E8	Taok1 Kiaa1361	Taok1
B2RX66	Taok1	Taok1
Q3UUG1	Taok1	Taok1
Q9D3K9	Taok1	Taok1
Q6ZQ29	Taok2 Kiaa0881	Taok2
A0A1L1SSV8	Taok2	Taok2
Q3V3V4	Taok2	Taok2
Q8BYC6	Taok3	Taok3
F6RXB5	Taok3	Taok3
A0A0R4J1T3	Taok3	Taok3
Q3V3K3	Taok3	Taok3
E9Q364	Taok3	Taok3
Q3TBA7	Taok3	Taok3
Q8BM85	Tbck	Tbck
Q6PA05	Tbck A630047E20Rik	Tbck
Q9WUN2	Tbk1	Tbk1
A1L361	Tbk1	Tbk1
Q3THP3	Tbk1	Tbk1
A0A1W2P6W7	Tbk1	Tbk1
A0A1W2P835	Tbk1	Tbk1
P24604	Tec	Tec
Q9QZB6	Nr4a3 Tec	Tec
Q8CFK4	Tec	Tec
Q3TH41	Tec	Tec
Q3U436	Tec	Tec
I6L9F0	Tec	Tec
F6W1T9	Tec	Tec
A0A0J9YV29	Tec	Tec
A0A0R4J1V5	Tec	Tec
D6RJM5	Tec	Tec
Q02858	Tek Hyk Tie-2 Tie2	Tek
B1AWS8	Tek	Tek
Q80YS4	Tek	Tek
O70146	Tesk1	Tesk1
D6RFP6	Tesk1	Tesk1
Q8VCT9	Tesk2	Tesk2
Q8C0B6	Tesk2	Tesk2
A2AGD9	Tesk2	Tesk2
Q3UYM3	Tesk2	Tesk2
A2AGE0	Tesk2	Tesk2
Q8BKF0	Tesk2	Tesk2
Q7M6U3	Tex14	Tex14
Q5ND21	Tex14	Tex14
Q5ND20	Tex14	Tex14
B2KGK9	Tex14	Tex14
Q64729	Tgfbr1	Tgfbr1
Q4FJL1	Tgfbr1	Tgfbr1
Q9D5H8	Tgfbr1	Tgfbr1
E9Q418	Tgfbr1	Tgfbr1
Q3U485	Tgfbr1	Tgfbr1
Q9CVP4	Tgfbr1	Tgfbr1
Q62312	Tgfbr2	Tgfbr2
Q3UG22	Tgfbr2	Tgfbr2
Q8BQS9	Tgfbr2	Tgfbr2
Q91ZR8	Tgfbr2	Tgfbr2
Q8BRS2	Tgfbr2	Tgfbr2
Q543C0	Tgfbr2	Tgfbr2
Q78JJ8	Tgfbr2	Tgfbr2
Q06806	Tie1 Tie Tie-1	Tie1
Q6PAP2	Tie1	Tie1
Q9R088	Tk2	Tk2
Q8BN51	Tk2	Tk2
Q8VCF9	Tk2	Tk2
A0A1D5RMD6	Tk2	Tk2
A0A1D5RLH9	Tk2	Tk2
A0A1D5RLI6	Tk2	Tk2
Q8C0V0	Tlk1	Tlk1
Q6A0C1	Tlk1 mKIAA0137	Tlk1
A0PJK0	Tlk1	Tlk1
O55047	Tlk2 Tlk	Tlk2
B1ASU9	Tlk2	Tlk2
P70320	Tlk2 Tlk	Tlk2
B7ZC84	Tlk2	Tlk2
F6XSD0	Tlk2	Tlk2
Q3TTG3	Tlk2	Tlk2
B7ZC85	Tlk2	Tlk2
D6RHM1	Tlk2	Tlk2
Q6NZC4	Tlk2	Tlk2
P83510	Tnik Kiaa0551	Tnik
B2RQ80	Tnik	Tnik
B2RXX2	Tnik	Tnik
B2RY17	Tnik	Tnik
E0CXD6	Tnik	Tnik
E0CY98	Tnik	Tnik
E9PUL9	Tnik	Tnik
B9EKN8	Tnik	Tnik
E0CZF8	Tnik	Tnik
E0CYV5	Tnik	Tnik
E0CZD7	Tnik	Tnik
Q8C9G9	Tnik	Tnik
Q8C575	Tnik	Tnik
Q99ML2	Tnk1 Kos1	Tnk1
Q3TJU8	Tnk1	Tnk1
A2ARN2	Tnk1	Tnk1
Q5F2B4	Tnk1	Tnk1
Q5F2B6	Tnk1	Tnk1
O54967	Tnk2 Ack1	Tnk2
G3X9X7	Tnk2	Tnk2
A0A0R4J1L0	Tnk2	Tnk2
A0A5F8MPC4	Tnk2	Tnk2
A0A5F8MPM0	Tnk2	Tnk2
D3Z3U5	Tnk2	Tnk2
A0A5F8MQ87	Tnk2	Tnk2
D3Z3U6	Tnk2	Tnk2
E9Q5M1	Tnk2	Tnk2
A0A494BAM7	Tnk2	Tnk2
D3Z3U7	Tnk2	Tnk2
E9PWA3	Tnk2	Tnk2
A0A5F8MPJ9	Tnk2	Tnk2
A0A1Y7VJA6	Tnk2	Tnk2
A0A5F8MPJ6	Tnk2	Tnk2
E9QN60	Tnk2	Tnk2
A0A5F8MPI0	Tnk2	Tnk2
A0A5F8MPL4	Tnk2	Tnk2
E9QN61	Tnk2	Tnk2
A0A1Y7VLM9	Tnk2	Tnk2
Q5GIG6	Tnni3k Cark	Tnni3k
Q8BFR0	Tnni3k	Tnni3k
Q8K4K4	Trib1 Trb1	Trib1
Q8K4K3	Trib2	Trib2
A0A1Y7VJR1	Trib2	Trib2
A0A1Y7VK24	Trib2	Trib2
Q8K4K2	Trib3 Nipk Trb3	Trib3
Q3UJJ9	Trib3	Trib3
Q0KL02	Trio	Trio
A0A2I3BRP6	Trio	Trio
A0A2I3BRF7	Trio	Trio
A0A2I3BPR4	Trio	Trio
A0A2I3BS12	Trio	Trio
A0A2I3BQT2	Trio	Trio
A0A2I3BRK3	Trio	Trio
Q5U452	Trp53rka 2810408M09Rik	Trp53rka
Q99PW4	Tp53rkb Prpk Tp53rk Trp53rk Trp53rkb	Trp53rkb
Q543M9	Trp53rkb	Trp53rkb
A2A5R0	Trp53rkb	Trp53rkb
Q8CIR4	Trpm6	Trpm6
A0A494BAU5	Trpm6	Trpm6
A0A494B9V5	Trpm6	Trpm6
Q923J1	Trpm7 Chak Ltrpc7	Trpm7
B9EK83	Trpm7	Trpm7
A2AI57	Trpm7	Trpm7
F6QKC0	Trpm7	Trpm7
Q80YV3	Trrap	Trrap
F7CGG2	Trrap	Trrap
Q3TIP5	Trrap	Trrap
Q3UH32	Trrap	Trrap
E9PWT1	Trrap	Trrap
E9PZA7	Trrap	Trrap
E9QLK7	Trrap	Trrap
A0A1D5RLL4	Trrap	Trrap
D3YY11	Trrap	Trrap
Q61241	Tssk1b Stk22a Tssk1	Tssk1
O54863	Tssk2 Stk22b	Tssk2
Q9D2E1	Tssk3 Stk22c Stk22d	Tssk3
Q9D411	Tssk4 Tssk5	Tssk4
A0A2I3BQE9	Tssk4	Tssk4
A0A2I3BQS0	Tssk4	Tssk4
A0A2I3BQM6	Tssk4	Tssk4
Q925K9	Tssk6 Sstk	Tssk6
Q3UVR3	Ttbk2 Bby Kiaa0847 Ttbk1	Ttbk1
Q6PCN3	Ttbk1	Ttbk1
A0A286YDE4	Ttbk1	Ttbk1
Q8C7W1	Ttbk1	Ttbk1
Q69Z87	Ttbk1 mKIAA1855	Ttbk1
A0A286YE90	Ttbk1	Ttbk1
